,Symbol,Name,industry,Sector,MarketCap
2934,SCHN,"Schnitzer Steel Industries, Inc.",Industrial Specialties,Consumer Durables,$536.57M
2935,SRRK,Scholar Rock Holding Corporation,Biotechnology: Biological Products (No Diagnostic Substances),Health Care,$440.65M
2936,SCHL,Scholastic Corporation,Books,Consumer Services,$816.94M
2937,SDGR,"Schrodinger, Inc.",Major Pharmaceuticals,Health Care,$4.46B
2938,SAMA,Schultze Special Purpose Acquisition Corp.,Business Services,Finance,$165.07M
2939,SAMAU,Schultze Special Purpose Acquisition Corp.,Business Services,Finance,
2940,SAMAW,Schultze Special Purpose Acquisition Corp.,Business Services,Finance,
2941,SJ,Scienjoy Holding Corporation,EDP Services,Technology,$176.01M
2942,SGMS,Scientific Games Corp,EDP Services,Technology,$1.88B
2943,SCPL,SciPlay Corporation,EDP Services,Technology,$304.44M
2944,SCPH,scPharmaceuticals Inc.,Major Pharmaceuticals,Health Care,$241.51M
2945,WORX,SCWorx Corp.,Services-Misc. Amusement & Recreation,Consumer Services,$15.47M
2946,SCYX,"SCYNEXIS, Inc.",Major Pharmaceuticals,Health Care,$62.44M
2947,SEAC,"SeaChange International, Inc.",Radio And Television Broadcasting And Communications Equipment,Technology,$49.91M
2948,SBCF,Seacoast Banking Corporation of Florida,Major Banks,Finance,$1.09B
2949,STX,Seagate Technology PLC,Electronic Components,Technology,$11.7B
2950,SHIP,Seanergy Maritime Holdings Corp,Marine Transportation,Transportation,$14.23M
2951,SHIPW,Seanergy Maritime Holdings Corp,Marine Transportation,Transportation,
2952,SHIPZ,Seanergy Maritime Holdings Corp,Marine Transportation,Transportation,
2953,SPNE,SeaSpine Holdings Corporation,Medical/Dental Instruments,Health Care,$356.28M
2954,SGEN,"Seattle Genetics, Inc.",Biotechnology: Biological Products (No Diagnostic Substances),Health Care,$26.95B
2955,EYES,"Second Sight Medical Products, Inc.",Biotechnology: Electromedical & Electrotherapeutic Apparatus,Health Care,$19.86M
2956,EYESW,"Second Sight Medical Products, Inc.",Biotechnology: Electromedical & Electrotherapeutic Apparatus,Health Care,
2957,SECO,Secoo Holding Limited,Other Specialty Stores,Consumer Services,$190.06M
2958,SCWX,SecureWorks Corp.,Computer Software: Prepackaged Software,Technology,$1B
2959,SNFCA,Security National Financial Corporation,Finance: Consumer Services,Finance,$124.4M
2960,SEEL,"Seelos Therapeutics, Inc.",Major Pharmaceuticals,Health Care,$43.61M
2961,SEIC,SEI Investments Company,Investment Bankers/Brokers/Service,Finance,$7.74B
2962,SLCT,"Select Bancorp, Inc.",Major Banks,Finance,$135.04M
2963,SIC,"Select Interior Concepts, Inc.",Homebuilding,Basic Industries,$164.38M
2964,SELB,"Selecta Biosciences, Inc.",Major Pharmaceuticals,Health Care,$255M
2965,SIGI,"Selective Insurance Group, Inc.",Property-Casualty Insurers,Finance,$3.48B
2966,SLS,"SELLAS Life Sciences Group, Inc. ",Major Pharmaceuticals,Health Care,$22.05M
2967,LEDS,SemiLEDS Corporation,Semiconductors,Technology,$12.62M
2968,SMTC,Semtech Corporation,Semiconductors,Technology,$4.08B
2969,SNCA,"Seneca Biopharma, Inc.",Biotechnology: Biological Products (No Diagnostic Substances),Health Care,$12.54M
2970,SENEA,Seneca Foods Corp.,Packaged Foods,Consumer Non-Durables,$417.26M
2971,SENEB,Seneca Foods Corp.,Packaged Foods,Consumer Non-Durables,$414.16M
2972,SNES,"SenesTech, Inc.",Agricultural Chemicals,Basic Industries,$5.3M
2973,AIHS,Senmiao Technology Limited,Finance: Consumer Services,Finance,$17.68M
2974,SRTS,"Sensus Healthcare, Inc.",Medical/Dental Instruments,Health Care,$46.05M
2975,SQBG,"Sequential Brands Group, Inc.",Apparel,Consumer Non-Durables,$10.21M
2976,MCRB,"Seres Therapeutics, Inc.",Major Pharmaceuticals,Health Care,$2.19B
2977,SVC,Service Properties Trust,Real Estate Investment Trusts,Consumer Services,$1.38B
2978,SREV,"ServiceSource International, Inc.",Business Services,Miscellaneous,$156.81M
2979,SFBS,"ServisFirst Bancshares, Inc.",Major Banks,Finance,$2.05B
2980,SESN,"Sesen Bio, Inc.",Major Pharmaceuticals,Health Care,$115.47M
2981,SVBI,Severn Bancorp Inc,Major Banks,Finance,$77.13M
2982,SGBX,"SG Blocks, Inc.",RETAIL: Building Materials,Consumer Services,$18.91M
2983,SGOC,"SGOCO Group, Ltd",Radio And Television Broadcasting And Communications Equipment,Technology,$91.58M
2984,SMED,Sharps Compliance Corp.,Environmental Services,Basic Industries,$127.08M
2985,SHSP,"SharpSpring, Inc.",Computer Software: Prepackaged Software,Technology,$113.1M
2986,SHEN,Shenandoah Telecommunications Co,Telecommunications Equipment,Public Utilities,$2.66B
2987,PIXY,"ShiftPixy, Inc.",Diversified Commercial Services,Technology,$76.56M
2988,SHLO,"Shiloh Industries, Inc.",Industrial Specialties,Capital Goods,$27.86M
2989,SCCI,"Shimmick Construction Company, Inc.",,,
2990,TYHT,"Shineco, Inc.",Farming/Seeds/Milling,Consumer Non-Durables,$9.32M
2991,SWAV,"ShockWave Medical, Inc.",Medical/Dental Instruments,Health Care,$2.04B
2992,SCVL,"Shoe Carnival, Inc.",Clothing/Shoe/Accessory Stores,Consumer Services,$379.39M
2993,SHBI,Shore Bancshares Inc,Major Banks,Finance,$123.14M
2994,SSTI,"ShotSpotter, Inc.",Computer Software: Prepackaged Software,Technology,$347.69M
2995,SIBN,"SI-BONE, Inc.",Medical/Dental Instruments,Health Care,$598.37M
2996,SIEB,Siebert Financial Corp.,Investment Bankers/Brokers/Service,Finance,$113.11M
2997,SIEN,"Sientra, Inc.",Industrial Specialties,Health Care,$188.17M
2998,BSRR,Sierra Bancorp,Major Banks,Finance,$279.24M
2999,SRRA,"Sierra Oncology, Inc.",Major Pharmaceuticals,Health Care,$129.95M
3000,SWIR,"Sierra Wireless, Inc.",Radio And Television Broadcasting And Communications Equipment,Technology,$461.1M
3001,SIFY,Sify Technologies Limited,"Computer Software: Programming, Data Processing",Technology,$213.28M
3002,SIGA,SIGA Technologies Inc.,Major Pharmaceuticals,Health Care,$558.56M
3003,SGLB,"Sigma Labs, Inc.",Miscellaneous manufacturing industries,Consumer Durables,$11.27M
3004,SGLBW,"Sigma Labs, Inc.",Miscellaneous manufacturing industries,Consumer Durables,
3005,SGMA,"SigmaTron International, Inc.",Electrical Products,Technology,$13.45M
3006,SBNY,Signature Bank,Major Banks,Finance,$5.33B
3007,SLGN,Silgan Holdings Inc.,Containers/Packaging,Consumer Durables,$4.18B
3008,SILC,Silicom Ltd,Computer Communications Equipment,Technology,$262.13M
3009,SLAB,"Silicon Laboratories, Inc.",Semiconductors,Technology,$4.47B
3010,SIMO,Silicon Motion Technology Corporation,Semiconductors,Technology,$1.34B
3011,SILK,"Silk Road Medical, Inc.",Medical/Dental Instruments,Health Care,$1.89B
3012,SSPK,Silver Spike Acquisition Corp.,Business Services,Finance,$315.63M
3013,SSPKU,Silver Spike Acquisition Corp.,Business Services,Finance,
3014,SSPKW,Silver Spike Acquisition Corp.,Business Services,Finance,
3015,SAMG,Silvercrest Asset Management Group Inc.,Investment Managers,Finance,$171.17M
3016,SSNT,"SilverSun Technologies, Inc.",Business Services,Miscellaneous,$13.51M
3017,SFNC,Simmons First National Corporation,Major Banks,Finance,$1.91B
3018,SLP,"Simulations Plus, Inc.",EDP Services,Technology,$1.17B
3019,SINA,Sina Corporation,Computer Software: Prepackaged Software,Technology,$2.44B
3020,SBGI,"Sinclair Broadcast Group, Inc.",Broadcasting,Consumer Services,$1.58B
3021,SINO,"Sino-Global Shipping America, Ltd.",Oil Refining/Marketing,Transportation,$6.17M
3022,SVA,"Sinovac Biotech, Ltd.",Major Pharmaceuticals,Health Care,$639.9M
3023,SINT,"SiNtx Technologies, Inc.",Medical/Dental Instruments,Health Care,$44.18M
3024,SPQQ,Siren Large Cap Blend Index ETF,,,
3025,SG,"Sirius International Insurance Group, Ltd.",Property-Casualty Insurers,Finance,$1.31B
3026,SIRI,Sirius XM Holdings Inc.,Broadcasting,Consumer Services,$25.43B
3027,SRVA,"SIRVA, Inc.",,,
3028,SITM,SiTime Corporation,Semiconductors,Technology,$1.19B
3029,EDTK,Skillful Craftsman Education Technology Limited,Other Consumer Services,Consumer Services,$47.04M
3030,SKYS,"Sky Solar Holdings, Ltd.",Electric Utilities: Central,Public Utilities,$120.2M
3031,SKYW,"SkyWest, Inc.",Air Freight/Delivery Services,Transportation,$1.65B
3032,SWKS,"Skyworks Solutions, Inc.",Semiconductors,Technology,$23.81B
3033,SNBR,Sleep Number Corporation,Home Furnishings,Consumer Durables,$1.24B
3034,SLM,SLM Corporation,Finance: Consumer Services,Finance,$2.81B
3035,SLMBP,SLM Corporation,Finance: Consumer Services,Finance,
3036,SGH,"SMART Global Holdings, Inc.",Semiconductors,Technology,$594.32M
3037,SND,"Smart Sand, Inc.",Mining & Quarrying of Nonmetallic Minerals (No Fuels),Basic Industries,$60.52M
3038,SMBK,"SmartFinancial, Inc.",Major Banks,Finance,$216.99M
3039,SDC,"SmileDirectClub, Inc.",Medical/Dental Instruments,Health Care,$2.82B
3040,SWBI,"Smith & Wesson Brands, Inc.",Ordnance And Accessories,Capital Goods,$958.8M
3041,SMSI,"Smith Micro Software, Inc.",Computer Software: Prepackaged Software,Technology,$160.46M
3042,SMTX,SMTC Corporation,Electrical Products,Technology,$99.03M
3043,SCKT,"Socket Mobile, Inc.",Computer Manufacturing,Technology,$8.47M
3044,GIGE,SoFi Gig Economy ETF,,,
3045,SAQN,Software Acquisition Group Inc.,Movies/Entertainment,Consumer Services,$187.06M
3046,SAQNU,Software Acquisition Group Inc.,Movies/Entertainment,Consumer Services,
3047,SAQNW,Software Acquisition Group Inc.,Movies/Entertainment,Consumer Services,
3048,SOHU,Sohu.com Limited ,EDP Services,Technology,$819.93M
3049,SLRC,Solar Capital Ltd.,,,$714.21M
3050,SUNS,Solar Senior Capital Ltd.,,,$212.17M
3051,SEDG,"SolarEdge Technologies, Inc.",Semiconductors,Technology,$10.68B
3052,SLNO,"Soleno Therapeutics, Inc.",Biotechnology: Electromedical & Electrotherapeutic Apparatus,Health Care,$153.62M
3053,SLGL,Sol-Gel Technologies Ltd.,Major Pharmaceuticals,Health Care,$178M
3054,SLDB,Solid Biosciences Inc.,Biotechnology: Biological Products (No Diagnostic Substances),Health Care,$111.11M
3055,SNGX,"Soligenix, Inc.",Major Pharmaceuticals,Health Care,$62.08M
3056,SNGXW,"Soligenix, Inc.",Major Pharmaceuticals,Health Care,
3057,SOLY,"Soliton, Inc.",Medical/Dental Instruments,Health Care,$140.07M
3058,SONM,"Sonim Technologies, Inc.",Telecommunications Equipment,Public Utilities,$61.32M
3059,SONN,"Sonnet BioTherapeutics Holdings, Inc.",Major Pharmaceuticals,Health Care,$43.12M
3060,SNOA,"Sonoma Pharmaceuticals, Inc.",Major Pharmaceuticals,Health Care,$15.13M
3061,SONO,"Sonos, Inc.",Consumer Electronics/Appliances,Consumer Non-Durables,$1.53B
3062,SRNE,"Sorrento Therapeutics, Inc.",Biotechnology: Biological Products (No Diagnostic Substances),Health Care,$1.99B
3063,SOHO,Sotherly Hotels Inc.,Real Estate Investment Trusts,Consumer Services,$31.4M
3064,SOHOB,Sotherly Hotels Inc.,Real Estate Investment Trusts,Consumer Services,
3065,SOHON,Sotherly Hotels Inc.,Real Estate Investment Trusts,Consumer Services,
3066,SOHOO,Sotherly Hotels Inc.,Real Estate Investment Trusts,Consumer Services,
3067,SFBC,"Sound Financial Bancorp, Inc.",Savings Institutions,Finance,$68.39M
3068,SMMC,South Mountain Merger Corp.,Business Services,Finance,$315.94M
3069,SMMCU,South Mountain Merger Corp.,Business Services,Finance,$324.06M
3070,SMMCW,South Mountain Merger Corp.,Business Services,Finance,
3071,SPFI,"South Plains Financial, Inc.",Major Banks,Finance,$263.66M
3072,SSB,South State Corporation,Major Banks,Finance,$4.21B
3073,SFST,"Southern First Bancshares, Inc.",Major Banks,Finance,$202.42M
3074,SMBC,"Southern Missouri Bancorp, Inc.",Banks,Finance,$208.86M
3075,SONA,"Southern National Bancorp of Virginia, Inc.",Major Banks,Finance,$213.71M
3076,SBSI,"Southside Bancshares, Inc.",Major Banks,Finance,$947.4M
3077,SY,So-Young International Inc.,EDP Services,Technology,$1.26B
3078,SP,SP Plus Corporation,Rental/Leasing Companies,Consumer Services,$475.36M
3079,SGRP,"SPAR Group, Inc.",Business Services,Miscellaneous,$23.22M
3080,SPKE,"Spark Energy, Inc.",Power Generation,Public Utilities,$332.73M
3081,SPKEP,"Spark Energy, Inc.",Power Generation,Public Utilities,
3082,SPTN,SpartanNash Company,Food Distributors,Consumer Non-Durables,$733.51M
3083,DWFI,SPDR Dorsey Wright Fixed Income Allocation ETF,,,
3084,SPPI,"Spectrum Pharmaceuticals, Inc.",Major Pharmaceuticals,Health Care,$587.31M
3085,SPRO,"Spero Therapeutics, Inc.",Major Pharmaceuticals,Health Care,$254.04M
3086,ANY,Sphere 3D Corp.,EDP Services,Technology,$18.79M
3087,SPI,"SPI Energy Co., Ltd.",Semiconductors,Technology,$20.33M
3088,SAVE,"Spirit Airlines, Inc.",Air Freight/Delivery Services,Transportation,$1.6B
3089,STXB,"Spirit of Texas Bancshares, Inc.",Major Banks,Finance,$223.75M
3090,SPLK,Splunk Inc.,Computer Software: Prepackaged Software,Technology,$32.35B
3091,SPOK,"Spok Holdings, Inc.",Telecommunications Equipment,Public Utilities,$208.41M
3092,SPWH,"Sportsman&#39;s Warehouse Holdings, Inc.",Other Specialty Stores,Consumer Services,$693.54M
3093,SBPH,"Spring Bank Pharmaceuticals, Inc.",Major Pharmaceuticals,Health Care,$23.8M
3094,SWTX,"SpringWorks Therapeutics, Inc.",Biotechnology: Biological Products (No Diagnostic Substances),Health Care,$1.93B
3095,FUND,"Sprott Focus Trust, Inc.",Miscellaneous,Consumer Services,$182.23M
3096,SPT,"Sprout Social, Inc",Computer Software: Prepackaged Software,Technology,$1.79B
3097,SFM,"Sprouts Farmers Market, Inc.",Food Chains,Consumer Services,$2.87B
3098,SPSC,"SPS Commerce, Inc.",Computer Software: Prepackaged Software,Technology,$2.8B
3099,SRAX,"SRAX, Inc.",Advertising,Technology,$39.86M
3100,SSNC,"SS&C Technologies Holdings, Inc.",Computer Software: Prepackaged Software,Technology,$16.42B
3101,SSRM,SSR Mining Inc.,Precious Metals,Basic Industries,$2.39B
3102,STAA,STAAR Surgical Company,Ophthalmic Goods,Health Care,$2.18B
3103,SRAC,Stable Road Acquisition Corp.,Business Services,Finance,$218.64M
3104,SRACU,Stable Road Acquisition Corp.,Business Services,Finance,
3105,SRACW,Stable Road Acquisition Corp.,Business Services,Finance,
3106,STAF,"Staffing 360 Solutions, Inc.",Professional Services,Technology,$5.79M
3107,STMP,Stamps.com Inc.,Business Services,Miscellaneous,$4.71B
3108,STND,Standard AVB Financial Corp.,Major Banks,Finance,$87.01M
3109,SBLK,Star Bulk Carriers Corp.,Marine Transportation,Transportation,$674.39M
3110,SBLKZ,Star Bulk Carriers Corp.,Marine Transportation,Transportation,
3111,SBUX,Starbucks Corporation,Restaurants,Consumer Services,$96.7B
3112,STFC,State Auto Financial Corporation,Property-Casualty Insurers,Finance,$717.62M
3113,MITO,Stealth BioTherapeutics Corp.,Major Pharmaceuticals,Health Care,$74.89M
3114,GASS,"StealthGas, Inc.",Marine Transportation,Transportation,$108.28M
3115,STCN,"Steel Connect, Inc.",Business Services,Miscellaneous,$34.31M
3116,STLD,"Steel Dynamics, Inc.",Steel/Iron Ore,Basic Industries,$6.28B
3117,SRCL,"Stericycle, Inc.",Environmental Services,Basic Industries,$5.78B
3118,SBT,"Sterling Bancorp, Inc.",Savings Institutions,Finance,$154.12M
3119,STRL,Sterling Construction Company Inc,Military/Government/Technical,Basic Industries,$403.06M
3120,SHOO,"Steven Madden, Ltd.",Shoe Manufacturing,Consumer Non-Durables,$1.7B
3121,SFIX,"Stitch Fix, Inc.",Catalog/Specialty Distribution,Consumer Services,$2.58B
3122,SYBT,"Stock Yards Bancorp, Inc.",Major Banks,Finance,$971.24M
3123,STOK,"Stoke Therapeutics, Inc.",Major Pharmaceuticals,Health Care,$962.99M
3124,BANX,StoneCastle Financial Corp,,,$126.52M
3125,STNE,StoneCo Ltd.,EDP Services,Technology,$15.68B
3126,SNEX,StoneX Group Inc.,Investment Bankers/Brokers/Service,Finance,$1.14B
3127,SSKN,"Strata Skin Sciences, Inc.",Medical/Dental Instruments,Health Care,$54.68M
3128,SSYS,"Stratasys, Ltd.",Computer peripheral equipment,Technology,$768.77M
3129,STRA,"Strategic Education, Inc.",Other Consumer Services,Consumer Services,$2.51B
3130,HNDL,Strategy Shares Nasdaq 7HANDL Index ETF,,,
3131,STRT,Strattec Security Corporation,Auto Parts:O.E.M.,Capital Goods,$80.42M
3132,STRS,Stratus Properties Inc.,Homebuilding,Consumer Services,$165.02M
3133,STRM,"Streamline Health Solutions, Inc.",EDP Services,Technology,$48.74M
3134,SBBP,Strongbridge Biopharma plc,Major Pharmaceuticals,Health Care,$191.33M
3135,SUMR,"Summer Infant, Inc.",Miscellaneous manufacturing industries,Consumer Durables,$36.64M
3136,SMMF,"Summit Financial Group, Inc.",Major Banks,Finance,$196.73M
3137,SSBI,Summit State Bank,,,$61.36M
3138,SMMT,Summit Therapeutics plc,Major Pharmaceuticals,Health Care,$246.74M
3139,WISA,"Summit Wireless Technologies, Inc.",Semiconductors,Technology,$16.43M
3140,SNBP,Sun BioPharma Inc,,,
3141,SNDE,Sundance Energy Inc. ,Oil & Gas Production,Energy,$14.65M
3142,SNDL,Sundial Growers Inc.,Specialty Chemicals,Consumer Durables,$49.04M
3143,SNSS,"Sunesis Pharmaceuticals, Inc.",Major Pharmaceuticals,Health Care,$50.19M
3144,STKL,"SunOpta, Inc.",Farming/Seeds/Milling,Consumer Services,$596.32M
3145,SPWR,SunPower Corporation,Semiconductors,Technology,$2.26B
3146,SPWRV,SunPower Corporation,Semiconductors,Technology,
3147,RUN,Sunrun Inc.,Industrial Specialties,Capital Goods,$6.26B
3148,SUNW,"Sunworks, Inc.",Telecommunications Equipment,Public Utilities,$11.97M
3149,SLGG,"Super League Gaming, Inc.",Services-Misc. Amusement & Recreation,Consumer Services,$23.64M
3150,SMCI,"Super Micro Computer, Inc.",Computer Manufacturing,Technology,$1.4B
3151,SPCB,"SuperCom, Ltd.",Semiconductors,Technology,$18.73M
3152,SCON,Superconductor Technologies Inc.,Radio And Television Broadcasting And Communications Equipment,Technology,$11.44M
3153,SGC,"Superior Group of Companies, Inc.",Apparel,Consumer Non-Durables,$349.09M
3154,SUPN,"Supernus Pharmaceuticals, Inc.",Major Pharmaceuticals,Health Care,$1.17B
3155,SPRT,"support.com, Inc.",EDP Services,Technology,$41.59M
3156,SURF,"Surface Oncology, Inc.",Biotechnology: Biological Products (No Diagnostic Substances),Health Care,$223.47M
3157,SRGA,"Surgalign Holdings, Inc.",Industrial Specialties,Health Care,$169.38M
3158,SGRY,"Surgery Partners, Inc.",Hospital/Nursing Management,Health Care,$920.54M
3159,SRDX,"Surmodics, Inc.",Medical/Dental Instruments,Health Care,$632.55M
3160,SSSS,SuRo Capital Corp.,,,$220.32M
3161,STRO,"Sutro Biopharma, Inc.",Biotechnology: Biological Products (No Diagnostic Substances),Health Care,$321.12M
3162,SIVB,SVB Financial Group,Major Banks,Finance,$13.17B
3163,SIVBP,SVB Financial Group,Major Banks,Finance,
3164,SVMK,SVMK Inc.,"Computer Software: Programming, Data Processing",Technology,$3.32B
3165,SWKH,SWK Holdings Corporation,Diversified Financial Services,Finance,$174.81M
3166,SYKE,"Sykes Enterprises, Incorporated",EDP Services,Technology,$1.37B
3167,SYNC,"Synacor, Inc.","Computer Software: Programming, Data Processing",Technology,$49.13M
3168,SYNL,Synalloy Corporation,Steel/Iron Ore,Basic Industries,$58.65M
3169,SYNA,Synaptics Incorporated,Semiconductors,Technology,$3.01B
3170,SNCR,"Synchronoss Technologies, Inc.",EDP Services,Technology,$203.52M
3171,SNDX,"Syndax Pharmaceuticals, Inc.",Major Pharmaceuticals,Health Care,$646.47M
3172,SYNH,"Syneos Health, Inc.",Biotechnology: Commercial Physical & Biological Resarch,Health Care,$6.29B
3173,SYBX,"Synlogic, Inc.",Major Pharmaceuticals,Health Care,$78.92M
3174,SNPS,"Synopsys, Inc.",Computer Software: Prepackaged Software,Technology,$32.81B
3175,SYPR,"Sypris Solutions, Inc.",Industrial Machinery/Components,Capital Goods,$24.59M
3176,SYRS,"Syros Pharmaceuticals, Inc.",Major Pharmaceuticals,Health Care,$634.26M
3177,TROW,"T. Rowe Price Group, Inc.",Investment Bankers/Brokers/Service,Finance,$30.81B
3178,TTOO,"T2 Biosystems, Inc.",Medical/Dental Instruments,Health Care,$224.88M
3179,TRHC,"Tabula Rasa HealthCare, Inc.",Business Services,Miscellaneous,$1.15B
3180,TCMD,"Tactile Systems Technology, Inc.",Medical/Dental Instruments,Health Care,$674.6M
3181,TAIT,Taitron Components Incorporated,Electronic Components,Technology,$14.11M
3182,TLC,"Taiwan Liposome Company, Ltd.",Major Pharmaceuticals,Health Care,$204.13M
3183,TTWO,"Take-Two Interactive Software, Inc.",Computer Software: Prepackaged Software,Technology,$19.78B
3184,TLND,Talend S.A.,Computer Software: Prepackaged Software,Technology,$1.2B
3185,TNDM,"Tandem Diabetes Care, Inc.",Medical/Dental Instruments,Health Care,$6.63B
3186,TANH,Tantech Holdings Ltd.,Major Chemicals,Basic Industries,$54.17M
3187,TAOP,Taoping Inc.,Computer Software: Prepackaged Software,Technology,$20.36M
3188,TAPM,"Tapinator, Inc.",,,
3189,TEDU,"Tarena International, Inc.",Other Consumer Services,Consumer Services,$91.59M
3190,TH,Target Hospitality Corp.,Hotels/Resorts,Consumer Services,$144.6M
3191,THWWW,Target Hospitality Corp.,Hotels/Resorts,Consumer Services,
3192,TATT,TAT Technologies Ltd.,Aerospace,Capital Goods,$36.12M
3193,TAYD,"Taylor Devices, Inc.",Industrial Machinery/Components,Capital Goods,$36.62M
3194,TCF,TCF Financial Corporation,Major Banks,Finance,$4.17B
3195,TCFCP,TCF Financial Corporation,Major Banks,Finance,
3196,CGBD,"TCG BDC, Inc.",,,$497.21M
3197,TCRR,TCR2 Therapeutics Inc.,Biotechnology: Biological Products (No Diagnostic Substances),Health Care,$645.54M
3198,AMTD,TD Ameritrade Holding Corporation,Investment Bankers/Brokers/Service,Finance,$20.82B
3199,GLG,"TD Holdings, Inc.",Major Banks,Finance,$175.86M
3200,PETZ,"TDH Holdings, Inc.",Packaged Foods,Consumer Non-Durables,$59.15M
3201,TCCO,Technical Communications Corporation,Radio And Television Broadcasting And Communications Equipment,Technology,$6.77M
3202,TTGT,"TechTarget, Inc.",Business Services,Miscellaneous,$1.08B
3203,TGLS,Tecnoglass Inc.,Electronic Components,Consumer Durables,$254.57M
3204,TECTP,"Tectonic Financial, Inc.",Major Banks,Finance,
3205,TELA,"TELA Bio, Inc.",Medical/Dental Instruments,Health Care,$193.29M
3206,TNAV,"Telenav, Inc.",Industrial Machinery/Components,Capital Goods,$232.1M
3207,TLGT,"Teligent, Inc.",Major Pharmaceuticals,Health Care,$6.15M
3208,TELL,Tellurian Inc.,Oil & Gas Production,Energy,$290.24M
3209,TENB,"Tenable Holdings, Inc.",Computer Software: Prepackaged Software,Technology,$3.59B
3210,TENX,"Tenax Therapeutics, Inc.",Biotechnology: Commercial Physical & Biological Resarch,Health Care,$19.94M
3211,TZAC,Tenzing Acquisition Corp.,Major Pharmaceuticals,Health Care,$54.68M
3212,TZACU,Tenzing Acquisition Corp.,Major Pharmaceuticals,Health Care,
3213,TZACW,Tenzing Acquisition Corp.,Major Pharmaceuticals,Health Care,
3214,TER,"Teradyne, Inc.",Electrical Products,Capital Goods,$14.99B
3215,TBNK,Territorial Bancorp Inc.,Savings Institutions,Finance,$202.07M
3216,TSLA,"Tesla, Inc. ",Auto Manufacturing,Capital Goods,$377.07B
3217,TESS,TESSCO Technologies Incorporated,Electronic Components,Technology,$57.85M
3218,TTEK,"Tetra Tech, Inc.",Military/Government/Technical,Consumer Services,$5.03B
3219,TCBI,"Texas Capital Bancshares, Inc.",Major Banks,Finance,$1.73B
3220,TCBIL,"Texas Capital Bancshares, Inc.",Major Banks,Finance,
3221,TCBIP,"Texas Capital Bancshares, Inc.",Major Banks,Finance,
3222,TXN,Texas Instruments Incorporated,Semiconductors,Technology,$129.75B
3223,TXRH,"Texas Roadhouse, Inc.",Restaurants,Consumer Services,$4.37B
3224,TFFP,"TFF Pharmaceuticals, Inc.",Major Pharmaceuticals,Health Care,$281.93M
3225,TFSL,TFS Financial Corporation,Savings Institutions,Finance,$4.35B
3226,TGTX,"TG Therapeutics, Inc.",Major Pharmaceuticals,Health Care,$3.01B
3227,WTER,The Alkaline Water Company Inc.,Food Distributors,Consumer Non-Durables,$90.83M
3228,ANDE,"The Andersons, Inc.",Farming/Seeds/Milling,Consumer Services,$588.72M
3229,TBBK,"The Bancorp, Inc.",Major Banks,Finance,$547.69M
3230,BPRN,The Bank of Princeton,,,$132.44M
3231,CG,The Carlyle Group Inc.,Investment Managers,Finance,$9.2B
3232,CAKE,The Cheesecake Factory Incorporated,Restaurants,Consumer Services,$1.24B
3233,CHEF,"The Chefs&#39; Warehouse, Inc.",Food Distributors,Consumer Non-Durables,$556M
3234,TCFC,The Community Financial Corporation,Major Banks,Finance,$130.51M
3235,DSGX,The Descartes Systems Group Inc.,Computer Software: Prepackaged Software,Technology,$4.88B
3236,DXYN,"The Dixie Group, Inc.",Home Furnishings,Consumer Durables,$15.61M
3237,ENSG,"The Ensign Group, Inc.",Hospital/Nursing Management,Health Care,$3.12B
3238,XONE,The ExOne Company,Industrial Machinery/Components,Capital Goods,$177.29M
3239,FBMS,"The First Bancshares, Inc.",Major Banks,Finance,$470.32M
3240,FLIC,The First of Long Island Corporation,Major Banks,Finance,$386.83M
3241,GT,The Goodyear Tire & Rubber Company,Automotive Aftermarket,Consumer Durables,$2.25B
3242,HCKT,"The Hackett Group, Inc.",Professional Services,Consumer Services,$382.98M
3243,HAIN,"The Hain Celestial Group, Inc.",Packaged Foods,Consumer Non-Durables,$3.23B
3244,CUBA,"The Herzfeld Caribbean Basin Fund, Inc.",,,$23.12M
3245,INTG,The Intergroup Corporation,Building operators,Consumer Services,$65.95M
3246,JYNT,The Joint Corp.,Multi-Sector Companies,Miscellaneous,$259.48M
3247,KHC,The Kraft Heinz Company,Packaged Foods,Consumer Non-Durables,$43.24B
3248,OLD,The Long-Term Care ETF,,,
3249,LOVE,The Lovesac Company,Other Specialty Stores,Consumer Services,$407.75M
3250,MEET,"The Meet Group, Inc.",Advertising,Consumer Services,$454.61M
3251,MIK,"The Michaels Companies, Inc.",Recreational Products/Toys,Consumer Services,$1.54B
3252,MIDD,The Middleby Corporation,Industrial Machinery/Components,Technology,$5.32B
3253,ODP,The ODP Corporation,Other Specialty Stores,Consumer Services,$1.14B
3254,OLB,"The OLB Group, Inc.",Business Services,Miscellaneous,$33.62M
3255,STKS,"The ONE Group Hospitality, Inc.",Restaurants,Consumer Services,$55.14M
3256,PECK,"The Peck Company Holdings, Inc.",Natural Gas Distribution,Public Utilities,$17.75M
3257,PNTG,"The Pennant Group, Inc.",Medical/Nursing Services,Health Care,$1.05B
3258,PRSC,The Providence Service Corporation,Transportation Services,Consumer Services,$1.35B
3259,REAL,"The RealReal, Inc.",Other Specialty Stores,Consumer Services,$1.53B
3260,RMR,The RMR Group Inc.,Professional Services,Consumer Services,$901.56M
3261,SHYF,"The Shyft Group, Inc.",Auto Manufacturing,Capital Goods,$720.55M
3262,SMPL,The Simply Good Foods Company,Packaged Foods,Consumer Non-Durables,$2.32B
